,age,workclass,fnlwgt,education,educationN,maritalStatus,occupation,relationship,race,sex,country,timeWork,weight_change,social_status
15933,65,Private,185.001,10th,6,Widowed,Sales,Single,White,Female,USA,part time,0.0,Poor
15935,35,Private,115.214,HS-grad,9,Never-married,Machine-op-inspct,Single,White,Male,USA,too much,6.497,Poor
15936,27,Private,289.484,Some-college,10,Never-married,Adm-clerical,Single,White,Female,USA,full time,0.0,Poor
15937,34,State-gov,287.908,HS-grad,9,Never-married,Other-service,Single,Black,Male,USA,over time,0.0,Poor
15938,53,Self-emp-not-inc,158.284,HS-grad,9,Married-civ-spouse,Sales,Taken,White,Male,USA,too much,0.0,Poor
15939,23,Private,60.668,10th,6,Married-civ-spouse,Craft-repair,Taken,White,Male,PT,full time,0.0,Poor
15940,43,State-gov,222.978,Doctorate,16,Separated,Prof-specialty,Single,White,Female,USA,full time,0.0,Rich
15941,58,Private,244.605,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,full time,3.908,Poor
15942,38,Private,150.601,10th,6,Separated,Adm-clerical,Single,White,Male,USA,full time,-3.77,Poor
15943,26,Private,199.143,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Taken,White,Male,USA,over time,0.0,Poor
15944,60,Private,131.681,Bachelors,13,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,over time,0.0,Rich
15945,28,Private,346.406,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,USA,over time,-1.672,Poor
15947,29,Local-gov,280.344,Some-college,10,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,full time,0.0,Poor
15948,54,State-gov,188.809,Doctorate,16,Never-married,Exec-managerial,Single,White,Female,USA,over time,0.0,Rich
15949,41,Private,277.488,7th-8th,4,Married-civ-spouse,Farming-fishing,Taken,White,Male,USA,full time,0.0,Poor
15950,63,Self-emp-not-inc,181.561,Some-college,10,Divorced,Exec-managerial,Single,White,Male,USA,over time,0.0,Poor
15951,31,Private,158.545,HS-grad,9,Married-civ-spouse,Adm-clerical,Taken,White,Female,USA,full time,0.0,Poor
15952,23,Private,313.573,Bachelors,13,Never-married,Sales,Single,Black,Female,USA,part time,0.0,Poor
15954,41,Private,268.183,Prof-school,15,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,over time,0.0,Rich
15956,59,Private,233.312,Some-college,10,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Rich
15958,24,Self-emp-not-inc,186.831,Some-college,10,Never-married,Exec-managerial,Single,Black,Male,USA,over time,0.0,Poor
15959,67,Self-emp-not-inc,141.085,HS-grad,9,Divorced,Prof-specialty,Single,White,Female,USA,part time,0.0,Poor
15961,47,Local-gov,198.66,Bachelors,13,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,full time,0.0,Rich
15964,55,Private,80.167,Bachelors,13,Divorced,Prof-specialty,Single,White,Female,USA,full time,0.0,Poor
15965,39,Private,99.357,Masters,14,Divorced,Prof-specialty,Single,White,Female,USA,full time,1.506,Poor
15966,24,Private,82.847,HS-grad,9,Separated,Other-service,Single,White,Female,PT,over time,0.0,Rich
15968,38,Private,275.223,Some-college,10,Married-civ-spouse,Sales,Taken,White,Male,USA,full time,7.298,Rich
15969,19,Private,117.595,HS-grad,9,Never-married,Other-service,Single,White,Male,USA,part time,0.0,Poor
15970,32,Private,207.668,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,over time,0.0,Poor
15971,63,Self-emp-not-inc,179.981,Some-college,10,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,over time,0.0,Rich
15972,18,Private,192.583,Some-college,10,Never-married,Sales,Single,White,Female,USA,full time,0.0,Poor
15973,36,Private,66.304,Some-college,10,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,over time,0.0,Poor
15974,41,Private,200.671,Bachelors,13,Divorced,Transport-moving,Single,Black,Male,USA,full time,6.497,Poor
15977,44,Private,222.978,HS-grad,9,Divorced,Sales,Single,White,Female,USA,full time,-1.504,Poor
15978,25,Private,160.261,Some-college,10,Never-married,Exec-managerial,Single,Asian-Pac-Islander,Male,CN-CHN,full time,0.0,Poor
15979,48,Private,120.724,12th,8,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,over time,0.0,Poor
15980,20,Private,91.733,Some-college,10,Never-married,Sales,Single,White,Female,USA,part time,0.0,Poor
15981,74,Self-emp-not-inc,146.929,HS-grad,9,Married-civ-spouse,Sales,Taken,White,Male,USA,over time,0.0,Poor
15982,44,Private,205.706,HS-grad,9,Never-married,Exec-managerial,Single,White,Female,USA,full time,0.0,Poor
15983,26,Private,181.666,Some-college,10,Married-civ-spouse,Machine-op-inspct,Taken,White,Female,USA,full time,0.0,Poor
15984,54,Local-gov,279.452,HS-grad,9,Married-civ-spouse,Farming-fishing,Taken,White,Male,USA,full time,0.0,Poor
15985,39,Private,207.568,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Taken,White,Male,USA,over time,0.0,Rich
15987,18,Private,210.026,10th,6,Never-married,Other-service,Single,White,Female,USA,full time,0.0,Poor
15988,32,Local-gov,190.889,Masters,14,Never-married,Prof-specialty,Single,Other,Female,USA,full time,0.0,Poor
15989,24,Private,109.869,Some-college,10,Never-married,Other-service,Single,White,Male,USA,full time,0.0,Poor
15990,19,Self-emp-not-inc,285.263,9th,5,Never-married,Prof-specialty,Single,White,Male,MX,full time,0.0,Poor
15991,28,Private,192.588,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,USA,full time,0.0,Poor
15992,28,Private,232.945,HS-grad,9,Separated,Handlers-cleaners,Single,Other,Male,USA,full time,0.0,Poor
15994,50,Private,305.147,Bachelors,13,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Poor
15995,63,Private,188.914,HS-grad,9,Widowed,Machine-op-inspct,Single,Black,Female,HT,full time,0.0,Poor
15996,58,Self-emp-not-inc,141.165,HS-grad,9,Married-civ-spouse,Farming-fishing,Taken,White,Male,USA,over time,0.0,Poor
15997,68,Self-emp-inc,136.218,HS-grad,9,Widowed,Other-service,Single,White,Female,USA,part time,0.0,Poor
16000,27,Private,221.366,Some-college,10,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,over time,3.103,Rich
16002,50,Private,193.871,Bachelors,13,Divorced,Exec-managerial,Single,White,Female,USA,full time,0.0,Poor
16003,47,Private,306.183,Some-college,10,Divorced,Other-service,Single,White,Female,USA,over time,0.0,Poor
16005,54,Private,124.194,HS-grad,9,Widowed,Other-service,Single,White,Female,USA,full time,0.0,Poor
16006,28,Private,69.847,Bachelors,13,Never-married,Adm-clerical,Single,Asian-Pac-Islander,Female,USA,full time,0.0,Poor
16007,26,State-gov,169.323,Masters,14,Never-married,Prof-specialty,Single,White,Female,USA,full time,0.0,Poor
16008,35,State-gov,172.327,Bachelors,13,Separated,Exec-managerial,Single,White,Male,USA,over time,0.0,Poor
16009,48,Private,118.889,HS-grad,9,Married-civ-spouse,Sales,Taken,White,Male,USA,part time,2.885,Poor
16010,50,Private,166.22,Assoc-acdm,12,Married-civ-spouse,Sales,Taken,White,Female,USA,full time,3.942,Poor
16011,39,Private,186.42,HS-grad,9,Divorced,Adm-clerical,Single,White,Female,USA,full time,0.0,Poor
16012,46,Private,192.779,Bachelors,13,Never-married,Sales,Single,White,Male,USA,over time,0.0,Rich
16013,41,Private,105.616,Some-college,10,Widowed,Adm-clerical,Single,Black,Female,USA,over time,0.0,Poor
16014,24,Private,141.113,7th-8th,4,Married-civ-spouse,Sales,Taken,White,Male,USA,full time,2.58,Poor
16015,57,Private,160.275,HS-grad,9,Divorced,Craft-repair,Single,White,Male,USA,full time,0.0,Poor
16016,32,Private,164.507,HS-grad,9,Never-married,Handlers-cleaners,Single,White,Male,CO,full time,0.0,Poor
16017,41,Private,207.578,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Taken,Black,Male,IN,over time,0.0,Rich
16018,55,Private,314.592,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Rich
16020,69,Private,159.522,7th-8th,4,Divorced,Machine-op-inspct,Single,Black,Female,USA,full time,2.964,Poor
16021,22,Private,112.13,HS-grad,9,Never-married,Other-service,Single,Black,Female,USA,full time,0.0,Poor
16022,45,Private,192.835,HS-grad,9,Married-civ-spouse,Other-service,Taken,White,Male,USA,full time,3.942,Poor
16023,33,Private,206.28,HS-grad,9,Never-married,Adm-clerical,Single,Black,Male,USA,full time,0.0,Poor
16024,57,Private,308.861,Some-college,10,Separated,Sales,Single,White,Female,USA,full time,0.0,Poor
16025,38,Self-emp-not-inc,93.206,Bachelors,13,Married-civ-spouse,Exec-managerial,Taken,Asian-Pac-Islander,Male,USA,too much,-1.902,Rich
16026,40,Private,206.066,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,over time,0.0,Poor
16027,48,Self-emp-not-inc,309.895,Some-college,10,Divorced,Handlers-cleaners,Single,White,Female,USA,full time,0.0,Poor
16028,38,Local-gov,216.129,Some-college,10,Married-spouse-absent,Exec-managerial,Taken,Black,Female,USA,full time,0.0,Poor
16029,26,State-gov,287.42,Bachelors,13,Never-married,Prof-specialty,Single,White,Female,USA,over time,0.0,Poor
16030,24,Private,163.595,HS-grad,9,Never-married,Machine-op-inspct,Single,White,Male,USA,full time,0.0,Poor
16031,35,Private,170.092,HS-grad,9,Married-spouse-absent,Other-service,Taken,Black,Female,USA,part time,0.0,Poor
16032,37,Private,287.031,Some-college,10,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,too much,5.178,Rich
16033,42,Private,59.474,HS-grad,9,Divorced,Machine-op-inspct,Single,White,Male,USA,full time,0.0,Poor
16034,37,Private,99.151,HS-grad,9,Married-civ-spouse,Adm-clerical,Taken,White,Female,USA,full time,0.0,Rich
16035,37,Private,206.888,HS-grad,9,Never-married,Exec-managerial,Single,White,Female,USA,over time,0.0,Poor
16036,28,Private,177.119,Masters,14,Never-married,Exec-managerial,Single,White,Female,USA,too much,0.0,Poor
16037,22,Private,173.736,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Poor
16038,24,Private,182.163,11th,7,Never-married,Adm-clerical,Single,White,Female,DE,full time,0.0,Poor
16039,45,Local-gov,311.08,Some-college,10,Married-civ-spouse,Adm-clerical,Taken,White,Male,USA,full time,0.0,Rich
16041,23,Private,297.152,Some-college,10,Never-married,Adm-clerical,Single,Black,Female,USA,part time,0.0,Poor
16042,24,Federal-gov,130.534,Bachelors,13,Never-married,Exec-managerial,Single,White,Male,USA,full time,0.0,Poor
16043,25,Private,137.301,Assoc-acdm,12,Never-married,Prof-specialty,Single,White,Female,USA,full time,0.0,Poor
16044,58,Private,316.235,HS-grad,9,Divorced,Sales,Single,White,Female,USA,full time,0.0,Poor
16046,58,Private,118.303,HS-grad,9,Widowed,Sales,Single,White,Female,USA,full time,0.0,Rich
16047,18,Private,188.241,11th,7,Never-married,Other-service,Single,White,Male,USA,part time,0.0,Poor
16048,59,Private,236.731,7th-8th,4,Married-civ-spouse,Protective-serv,Taken,White,Male,PR,full time,0.0,Poor
16049,39,Private,209.397,HS-grad,9,Divorced,Adm-clerical,Single,White,Female,USA,full time,0.0,Poor
16050,53,Self-emp-inc,290.64,Some-college,10,Married-civ-spouse,Sales,Taken,White,Male,USA,over time,0.0,Rich
16051,54,Private,221.915,Prof-school,15,Never-married,Prof-specialty,Single,White,Female,USA,too much,0.0,Poor
16052,51,Private,175.246,HS-grad,9,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,over time,0.0,Rich
16053,59,Private,159.724,Masters,14,Married-civ-spouse,Sales,Taken,White,Male,USA,over time,7.298,Rich
16054,42,State-gov,160.369,HS-grad,9,Never-married,Protective-serv,Single,White,Male,USA,full time,0.0,Rich
16056,37,Private,187.311,Some-college,10,Never-married,Adm-clerical,Single,White,Female,USA,over time,0.0,Poor
16058,38,Self-emp-not-inc,197.365,HS-grad,9,Married-civ-spouse,Tech-support,Taken,White,Male,USA,over time,0.0,Poor
16059,19,Private,301.747,HS-grad,9,Separated,Adm-clerical,Single,White,Female,USA,full time,0.0,Poor
16060,55,Local-gov,135.439,Bachelors,13,Widowed,Prof-specialty,Single,White,Female,USA,over time,0.0,Poor
16061,30,Private,340.917,HS-grad,9,Never-married,Craft-repair,Single,White,Male,USA,full time,0.0,Poor
16062,27,Private,155.057,Some-college,10,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,over time,0.0,Rich
16064,44,Private,323.627,Bachelors,13,Never-married,Exec-managerial,Single,White,Female,USA,part time,0.0,Poor
16066,32,Private,131.425,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,USA,over time,0.0,Poor
16067,60,Private,184.242,HS-grad,9,Married-spouse-absent,Other-service,Taken,White,Female,USA,part time,0.0,Poor
16068,28,Private,149.769,HS-grad,9,Never-married,Machine-op-inspct,Single,Asian-Pac-Islander,Male,CM,full time,0.0,Poor
16069,44,Private,124.924,HS-grad,9,Married-civ-spouse,Exec-managerial,Taken,White,Male,MX,full time,0.0,Poor
16070,29,Private,253.003,HS-grad,9,Never-married,Handlers-cleaners,Single,White,Male,USA,part time,0.0,Poor
16071,57,State-gov,250.976,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Poor
16072,41,Private,104.196,Some-college,10,Divorced,Transport-moving,Single,White,Male,USA,over time,0.0,Poor
16073,34,Self-emp-not-inc,250.182,11th,7,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,over time,0.0,Poor
16074,44,Private,188.331,Some-college,10,Divorced,Exec-managerial,Single,White,Female,USA,over time,0.0,Poor
16075,44,Private,187.322,Bachelors,13,Divorced,Transport-moving,Single,White,Male,USA,full time,0.0,Poor
16076,57,Private,130.714,1st-4th,2,Married-civ-spouse,Handlers-cleaners,Taken,White,Male,USA,part time,0.0,Poor
16077,37,Private,40.955,Bachelors,13,Never-married,Prof-specialty,Single,White,Male,USA,full time,0.0,Poor
16078,35,Private,107.125,Bachelors,13,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,part time,0.0,Rich
16079,51,Private,145.714,Masters,14,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,over time,99.999,Rich
16080,27,Private,133.937,Some-college,10,Never-married,Exec-managerial,Single,White,Male,USA,over time,0.0,Poor
16081,41,State-gov,293.485,Some-college,10,Married-civ-spouse,Adm-clerical,Taken,White,Female,USA,full time,3.103,Rich
16083,37,Self-emp-not-inc,143.368,Doctorate,16,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,over time,0.0,Poor
16084,18,Private,51.789,Some-college,10,Never-married,Other-service,Single,White,Male,USA,part time,0.0,Poor
16085,24,State-gov,211.049,7th-8th,4,Never-married,Tech-support,Single,White,Female,USA,part time,0.0,Poor
16086,53,Private,81.794,12th,8,Married-civ-spouse,Adm-clerical,Taken,White,Female,USA,full time,0.0,Poor
16087,40,Private,139.193,HS-grad,9,Divorced,Machine-op-inspct,Single,White,Male,USA,over time,-1.98,Poor
16088,54,Private,150.999,Some-college,10,Divorced,Machine-op-inspct,Single,White,Male,USA,over time,0.0,Poor
16089,22,Private,332.657,Some-college,10,Never-married,Prof-specialty,Single,White,Female,USA,full time,0.0,Poor
16090,44,Private,240.043,10th,6,Married-spouse-absent,Adm-clerical,Taken,Black,Female,USA,full time,0.0,Poor
16091,43,Private,186.188,Some-college,10,Divorced,Exec-managerial,Single,White,Female,IR,over time,0.0,Poor
16092,58,State-gov,223.4,Bachelors,13,Married-civ-spouse,Prof-specialty,Taken,White,Female,USA,part time,0.0,Rich
16093,59,Local-gov,102.442,Bachelors,13,Married-civ-spouse,Prof-specialty,Taken,White,Female,USA,over time,0.0,Rich
16094,31,Private,236.599,Bachelors,13,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,over time,0.0,Rich
16095,35,Private,283.237,HS-grad,9,Never-married,Machine-op-inspct,Single,White,Male,USA,full time,0.0,Poor
16096,17,Private,150.106,10th,6,Never-married,Sales,Single,White,Female,USA,part time,0.0,Poor
16097,45,Private,102.076,Some-college,10,Divorced,Prof-specialty,Single,White,Female,USA,full time,0.0,Poor
16100,25,Federal-gov,50.053,Bachelors,13,Never-married,Tech-support,Single,White,Male,USA,over time,0.0,Poor
16101,58,Private,212.864,HS-grad,9,Divorced,Handlers-cleaners,Single,White,Male,USA,full time,0.0,Poor
16105,32,State-gov,177.216,Bachelors,13,Never-married,Prof-specialty,Single,White,Female,USA,full time,0.0,Poor
16106,48,Private,118.158,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,over time,0.0,Poor
16107,41,Private,116.391,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Taken,White,Male,DE,full time,0.0,Poor
16108,74,Private,194.312,9th,5,Widowed,Craft-repair,Single,White,Male,USA,part time,0.0,Poor
16109,43,Private,111.895,Bachelors,13,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,over time,0.0,Rich
16110,18,Private,193.29,Some-college,10,Never-married,Other-service,Single,White,Male,USA,part time,-1.721,Poor
16111,24,Federal-gov,287.988,Bachelors,13,Never-married,Armed-Forces,Single,White,Male,USA,full time,0.0,Poor
16112,58,Private,147.653,Some-college,10,Married-civ-spouse,Adm-clerical,Taken,White,Female,USA,full time,0.0,Poor
16113,54,Private,117.674,Masters,14,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,full time,0.0,Rich
16114,60,Private,187.458,7th-8th,4,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Poor
16116,41,Private,207.578,HS-grad,9,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,full time,0.0,Rich
16118,27,State-gov,271.243,Some-college,10,Divorced,Adm-clerical,Single,Black,Male,JM,full time,0.0,Poor
16119,30,Private,188.798,Some-college,10,Divorced,Other-service,Single,White,Female,USA,part time,0.0,Poor
16120,63,Local-gov,168.656,Bachelors,13,Divorced,Craft-repair,Single,Black,Male,Outlying-US,full time,0.0,Poor
16122,34,Private,241.885,HS-grad,9,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,over time,0.0,Poor
16124,51,Private,194.097,HS-grad,9,Married-civ-spouse,Protective-serv,Taken,White,Male,USA,full time,0.0,Poor
16125,21,Private,219.137,10th,6,Never-married,Other-service,Single,Black,Male,USA,part time,0.0,Poor
16127,43,Private,207.685,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,USA,full time,0.0,Poor
16128,27,Private,57.052,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,2.885,Poor
16129,19,Private,109.854,HS-grad,9,Never-married,Adm-clerical,Single,White,Female,USA,full time,0.0,Poor
16131,17,Private,53.611,12th,8,Never-married,Other-service,Single,White,Female,USA,part time,0.0,Poor
16132,47,Private,344.916,Assoc-acdm,12,Divorced,Transport-moving,Single,Black,Male,USA,full time,0.0,Poor
16133,25,Local-gov,198.813,Bachelors,13,Never-married,Adm-clerical,Single,Black,Female,USA,full time,0.0,Poor
16134,71,Private,180.733,Masters,14,Never-married,Other-service,Single,White,Female,USA,part time,0.0,Poor
16135,21,Private,188.073,HS-grad,9,Never-married,Machine-op-inspct,Single,Black,Female,USA,full time,0.0,Poor
16137,48,Private,174.829,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,USA,full time,0.0,Poor
16138,57,Private,142.791,7th-8th,4,Widowed,Sales,Single,White,Female,USA,part time,-1.602,Poor
16139,58,Self-emp-not-inc,43.221,Some-college,10,Married-civ-spouse,Farming-fishing,Taken,White,Male,USA,full time,-2.415,Rich
16140,34,Private,188.736,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Taken,Other,Female,CO,part time,0.0,Poor
16141,33,Local-gov,222.654,Some-college,10,Married-civ-spouse,Handlers-cleaners,Taken,White,Male,USA,too much,0.0,Poor
16142,56,Private,251.836,5th-6th,3,Married-civ-spouse,Other-service,Taken,White,Male,USA,full time,0.0,Poor
16143,40,Federal-gov,112.388,Masters,14,Never-married,Prof-specialty,Single,White,Male,USA,full time,0.0,Poor
16144,28,Private,209.641,HS-grad,9,Never-married,Other-service,Single,White,Male,USA,full time,0.0,Poor
16145,42,Private,313.945,Masters,14,Married-civ-spouse,Sales,Taken,White,Male,EC,full time,0.0,Poor
16147,41,Private,152.742,Assoc-voc,11,Divorced,Tech-support,Single,White,Female,USA,full time,3.325,Poor
16148,28,Self-emp-inc,153.291,HS-grad,9,Never-married,Adm-clerical,Single,White,Female,USA,full time,0.0,Poor
16150,23,Private,96.635,Some-college,10,Never-married,Machine-op-inspct,Single,Asian-Pac-Islander,Male,USA,full time,0.0,Poor
16152,39,Private,150.057,Masters,14,Never-married,Sales,Single,White,Male,USA,over time,0.0,Rich
16153,39,Private,114.844,Bachelors,13,Never-married,Sales,Single,White,Male,USA,over time,-1.876,Poor
16154,45,Private,132.847,HS-grad,9,Never-married,Handlers-cleaners,Single,White,Female,USA,full time,0.0,Poor
16156,50,Self-emp-not-inc,93.705,Some-college,10,Divorced,Sales,Single,White,Female,USA,full time,0.0,Poor
16157,33,Private,309.35,HS-grad,9,Married-civ-spouse,Adm-clerical,Taken,White,Male,USA,full time,0.0,Poor
16158,34,Private,123.084,11th,7,Married-civ-spouse,Machine-op-inspct,Taken,White,Female,USA,full time,0.0,Poor
16159,55,Private,174.662,HS-grad,9,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,full time,0.0,Poor
16160,62,Federal-gov,177.295,HS-grad,9,Widowed,Adm-clerical,Single,White,Female,USA,full time,0.0,Poor
16161,31,Private,211.88,Bachelors,13,Married-civ-spouse,Sales,Taken,White,Male,USA,full time,0.0,Poor
16163,30,Private,232.475,HS-grad,9,Separated,Craft-repair,Single,White,Male,USA,full time,0.0,Poor
16164,57,Self-emp-inc,244.605,Some-college,10,Married-civ-spouse,Sales,Taken,White,Male,USA,over time,0.0,Rich
16165,50,Private,150.876,HS-grad,9,Married-civ-spouse,Exec-managerial,Taken,Black,Male,USA,over time,-1.887,Rich
16166,51,Private,257.337,HS-grad,9,Married-civ-spouse,Transport-moving,Taken,White,Male,USA,over time,0.0,Poor
16167,47,Private,329.144,HS-grad,9,Married-civ-spouse,Sales,Taken,White,Male,USA,over time,4.386,Rich
16168,37,Private,116.96,Bachelors,13,Never-married,Prof-specialty,Single,White,Male,USA,over time,0.0,Rich
16169,58,Private,267.663,7th-8th,4,Married-civ-spouse,Transport-moving,Taken,White,Male,MX,full time,0.0,Poor
16170,39,Private,47.871,Bachelors,13,Divorced,Exec-managerial,Single,White,Female,USA,over time,0.0,Rich
16171,34,Private,295.922,Some-college,10,Never-married,Machine-op-inspct,Single,White,Male,UK,full time,0.0,Rich
16172,45,Private,175.625,HS-grad,9,Separated,Adm-clerical,Single,White,Female,USA,full time,0.0,Poor
16174,42,Private,190.179,Bachelors,13,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,full time,99.999,Rich
16175,40,Private,168.071,Assoc-voc,11,Divorced,Tech-support,Single,White,Male,USA,full time,3.325,Poor
16176,39,Self-emp-not-inc,202.027,Prof-school,15,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,over time,-1.977,Rich
16177,36,Private,202.662,Masters,14,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,full time,0.0,Rich
16178,56,Private,101.436,HS-grad,9,Divorced,Adm-clerical,Single,Amer-Indian-Eskimo,Female,USA,full time,0.0,Poor
16181,60,Local-gov,93.272,HS-grad,9,Married-civ-spouse,Other-service,Taken,White,Male,USA,full time,0.0,Poor
16182,56,Private,145.574,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Rich
16183,51,Private,101.722,7th-8th,4,Married-civ-spouse,Exec-managerial,Taken,Amer-Indian-Eskimo,Male,USA,over time,3.908,Poor
16184,34,Private,135.785,Bachelors,13,Never-married,Prof-specialty,Single,White,Female,USA,full time,0.0,Poor
16186,19,Private,127.709,HS-grad,9,Never-married,Farming-fishing,Single,Black,Male,USA,full time,0.0,Poor
16188,58,Private,310.32,Bachelors,13,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,full time,0.0,Rich
16189,33,Private,251.521,11th,7,Never-married,Adm-clerical,Single,White,Female,USA,full time,0.0,Poor
16190,39,Private,255.503,Bachelors,13,Never-married,Exec-managerial,Single,White,Male,USA,full time,0.0,Rich
16191,36,Private,116.608,HS-grad,9,Never-married,Adm-clerical,Single,White,Female,USA,full time,4.865,Poor
16192,26,Private,71.009,Bachelors,13,Never-married,Prof-specialty,Single,Asian-Pac-Islander,Female,PH,full time,0.0,Poor
16193,22,Private,174.975,Assoc-voc,11,Never-married,Tech-support,Single,White,Female,USA,full time,0.0,Poor
16194,32,Private,108.023,Masters,14,Never-married,Adm-clerical,Single,White,Male,USA,full time,0.0,Poor
16195,17,Private,204.018,11th,7,Never-married,Sales,Single,White,Male,USA,part time,0.0,Poor
16197,68,Private,121.846,7th-8th,4,Widowed,Other-service,Single,Amer-Indian-Eskimo,Female,USA,part time,0.0,Poor
16198,70,Private,278.139,HS-grad,9,Married-civ-spouse,Sales,Taken,White,Male,USA,full time,3.432,Poor
16199,30,Private,114.691,HS-grad,9,Never-married,Farming-fishing,Single,White,Male,USA,full time,0.0,Poor
16201,51,Private,94.432,HS-grad,9,Married-civ-spouse,Prof-specialty,Taken,White,Male,USA,full time,0.0,Poor
16202,19,Private,286.002,Some-college,10,Never-married,Adm-clerical,Single,White,Male,NI,full time,0.0,Poor
16203,47,Private,101.684,HS-grad,9,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Poor
16205,36,Private,99.146,Some-college,10,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,USA,full time,-1.887,Rich
16206,30,Private,231.413,Some-college,10,Married-civ-spouse,Craft-repair,Taken,White,Male,USA,full time,0.0,Rich
16207,26,Private,158.846,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Taken,White,Male,USA,over time,0.0,Poor
16208,41,Local-gov,190.786,Bachelors,13,Divorced,Prof-specialty,Single,White,Male,USA,part time,0.0,Poor
16209,25,Private,306.513,Some-college,10,Married-civ-spouse,Adm-clerical,Taken,White,Male,USA,over time,0.0,Poor
16210,62,Private,152.148,9th,5,Married-civ-spouse,Other-service,Taken,White,Male,USA,full time,0.0,Poor
16211,23,Private,309.58,Masters,14,Never-married,Prof-specialty,Single,White,Male,USA,full time,0.0,Poor
16213,25,Private,194.897,HS-grad,9,Never-married,Sales,Single,Amer-Indian-Eskimo,Male,USA,full time,6.849,Poor
16214,30,Private,130.078,Bachelors,13,Never-married,Sales,Single,White,Female,USA,over time,0.0,Poor
16217,51,Private,189.762,Some-college,10,Married-civ-spouse,Exec-managerial,Taken,White,Female,USA,part time,0.0,Rich
16218,19,Private,178.147,Some-college,10,Never-married,Handlers-cleaners,Single,White,Male,USA,part time,0.0,Poor
16219,31,Private,332.379,HS-grad,9,Never-married,Machine-op-inspct,Single,White,Male,USA,full time,0.0,Poor
16220,36,Private,175.759,Bachelors,13,Married-civ-spouse,Exec-managerial,Taken,White,Male,USA,over time,7.298,Rich
16222,40,Private,275.446,HS-grad,9,Never-married,Sales,Single,Black,Male,USA,full time,0.0,Poor
16223,30,Self-emp-not-inc,278.522,11th,7,Never-married,Farming-fishing,Single,Black,Male,USA,full time,0.0,Poor
16224,28,Self-emp-not-inc,54.683,Some-college,10,Never-married,Craft-repair,Single,White,Male,USA,full time,-1.59,Poor
16225,57,Private,136.107,9th,5,Married-civ-spouse,Craft-repair,Taken,Black,Male,USA,full time,0.0,Rich
16226,18,Private,205.894,11th,7,Never-married,Sales,Single,White,Male,USA,part time,0.0,Poor
